question,answer,context
Comment contacter le coordinateur du programme de Génie Électrique par e-mail ?,ihadjbaraka@uae.ac.ma,La question concerne la façon de contacter le coordinateur du programme de Génie Électrique par e-mail.
Quels sont les sujets abordés au Semestre 4 du programme de Génie Électrique ?,"Gestion et Maintenance & Sûreté de fonctionnement, Machines électriques, Électronique de puissance, Systèmes à Microprocesseurs et à Microcontrôleurs, Soft Skills, Analyse Gestion de projets/ Comptabilité générale et analytique",La question concerne les sujets spécifiques abordés au quatrième semestre du programme de Génie Électrique.
Quelles matières sont enseignées lors du Semestre 4 du programme de Génie Électrique ?,"Gestion et Maintenance & Sûreté de fonctionnement, Machines électriques, Électronique de puissance, Systèmes à Microprocesseurs et à Microcontrôleurs, Soft Skills, Analyse Gestion de projets/ Comptabilité générale et analytique",La question porte sur les matières spécifiques enseignées lors du quatrième semestre du programme de Génie Électrique.
Quels cours sont dispensés au quatrième semestre du programme de Génie Électrique ?,"Gestion et Maintenance & Sûreté de fonctionnement, Machines électriques, Électronique de puissance, Systèmes à Microprocesseurs et à Microcontrôleurs, Soft Skills, Analyse Gestion de projets/ Comptabilité générale et analytique",La question concerne les cours spécifiques dispensés au quatrième semestre du programme de Génie Électrique.
Qu'est-ce qu'on étudie pendant le Semestre 4 du programme de Génie Électrique ?,"Gestion et Maintenance & Sûreté de fonctionnement, Machines électriques, Électronique de puissance, Systèmes à Microprocesseurs et à Microcontrôleurs, Soft Skills, Analyse Gestion de projets/ Comptabilité générale et analytique",La question porte sur les matières étudiées pendant le quatrième semestre du programme de Génie Électrique.
Quelles disciplines sont couvertes au Semestre 4 du programme de Génie Électrique ?,"Gestion et Maintenance & Sûreté de fonctionnement, Machines électriques, Électronique de puissance, Systèmes à Microprocesseurs et à Microcontrôleurs, Soft Skills, Analyse Gestion de projets/ Comptabilité générale et analytique",La question concerne les disciplines couvertes au quatrième semestre du programme de Génie Électrique.
Quels sont les sujets abordés au Semestre 5 du programme de Génie Électrique ?,"Modélisation et Commande des machines, Amélioration des processus industriels et Assurance Qualité, Automatique Avancée et électronique des systèmes, Systèmes embarqués et Temps réel, Réseaux et Télécommunication, Innovation et Développement Durable",La question concerne les sujets spécifiques abordés au cinquième semestre du programme de Génie Électrique.
Quelles matières sont enseignées lors du Semestre 5 du programme de Génie Électrique ?,"Modélisation et Commande des machines, Amélioration des processus industriels et Assurance Qualité, Automatique Avancée et électronique des systèmes, Systèmes embarqués et Temps réel, Réseaux et Télécommunication, Innovation et Développement Durable",La question porte sur les matières spécifiques enseignées lors du cinquième semestre du programme de Génie Électrique.
Quels cours sont dispensés au cinquième semestre du programme de Génie Électrique ?,"Modélisation et Commande des machines, Amélioration des processus industriels et Assurance Qualité, Automatique Avancée et électronique des systèmes, Systèmes embarqués et Temps réel, Réseaux et Télécommunication, Innovation et Développement Durable",La question concerne les cours spécifiques dispensés au cinquième semestre du programme de Génie Électrique.
Qu'est-ce qu'on étudie pendant le Semestre 5 du programme de Génie Électrique ?,"Modélisation et Commande des machines, Amélioration des processus industriels et Assurance Qualité, Automatique Avancée et électronique des systèmes, Systèmes embarqués et Temps réel, Réseaux et Télécommunication, Innovation et Développement Durable",La question porte sur les matières étudiées pendant le cinquième semestre du programme de Génie Électrique.
Quelles disciplines sont couvertes au Semestre 5 du programme de Génie Électrique ?,"Modélisation et Commande des machines, Amélioration des processus industriels et Assurance Qualité, Automatique Avancée et électronique des systèmes, Systèmes embarqués et Temps réel, Réseaux et Télécommunication, Innovation et Développement Durable",La question concerne les disciplines couvertes au cinquième semestre du programme de Génie Électrique.
Quel est le point central du Semestre 6 du programme de Génie Électrique ?,Projet de fin d’étude,La question concerne le point central du sixième semestre du programme de Génie Électrique.
Qu'est-ce qui est principalement réalisé lors du Semestre 6 du programme de Génie Électrique ?,Projet de fin d’étude,La question porte sur l'activité principale réalisée lors du sixième semestre du programme de Génie Électrique.
Quelle est la principale activité au Semestre 6 du programme de Génie Électrique ?,Projet de fin d’étude,La question concerne la principale activité du sixième semestre du programme de Génie Électrique.
Qu'est-ce que les étudiants se concentrent principalement sur lors du Semestre 6 du programme de Génie Électrique ?,Projet de fin d’étude,La question porte sur la principale concentration des étudiants lors du sixième semestre du programme de Génie Électrique.
Quel aspect est prioritaire au Semestre 6 du programme de Génie Électrique ?,Projet de fin d’étude,La question concerne l'aspect prioritaire du sixième semestre du programme de Génie Électrique.
Qui est responsable du programme de Génie Électrique ?,Pr. Ibrahim HADJ BARAKA,La question porte sur l'identité de la personne responsable du programme de Génie Électrique.
Quelle est l'identité du responsable du programme de Génie Électrique ?,Pr. Ibrahim HADJ BARAKA,La question concerne l'identité de la personne responsable du programme de Génie Électrique.
Qui est en charge du programme de Génie Électrique ?,Pr. Ibrahim HADJ BARAKA,La question porte sur l'identité de la personne en charge du programme de Génie Électrique.
Qui supervise le programme de Génie Électrique ?,Pr. Ibrahim HADJ BARAKA,La question porte sur l'identité de la personne qui supervise le programme de Génie Électrique.
Qui dirige le programme de Génie Électrique ?,Pr. Ibrahim HADJ BARAKA,La question porte sur l'identité de la personne qui dirige le programme de Génie Électrique.
Quelle est l'adresse e-mail du responsable du programme de Génie Électrique ?,ihadjbaraka@uae.ac.ma,La question concerne l'adresse e-mail du responsable du programme de Génie Électrique.
Quel est le courriel du coordinateur du programme de Génie Électrique ?,ihadjbaraka@uae.ac.ma,La question porte sur l'adresse e-mail du coordinateur du programme de Génie Électrique.
Comment contacter le coordinateur du programme de Génie Électrique par e-mail ?,ihadjbaraka@uae.ac.ma,La question concerne la façon de contacter le coordinateur du programme de Génie Électrique par e-mail.
Quelle est l'adresse email du responsable du programme de Génie Électrique ?,ihadjbaraka@uae.ac.ma,La question porte sur l'adresse e-mail du responsable du programme de Génie Électrique.
Comment puis-je envoyer un e-mail au coordinateur du programme de Génie Électrique ?,ihadjbaraka@uae.ac.ma,La question concerne la façon d'envoyer un e-mail au coordinateur du programme de Génie Électrique.
Quelles sont les responsabilités d'un ingénieur industriel dans le programme de Génie Industriel ?,"L'activité de l'ingénieur industriel s'étend des premiers contacts avec les clients jusqu'au recyclage du produit qu'il a conçu. Il assumera donc la responsabilité technique, économique et écologique de son projet. L’ingénieur mécanicien intervient dans différents domaines d’activités : automobile, sidérurgie, aéronautique, machines outils, biens de consommation, agroalimentaire.",La question porte sur les responsabilités spécifiques d'un ingénieur industriel dans le cadre du programme de Génie Industriel.
Quel est le rôle d'un ingénieur industriel dans le contexte du programme de Génie Industriel ?,"L'activité de l'ingénieur industriel s'étend des premiers contacts avec les clients jusqu'au recyclage du produit qu'il a conçu. Il assumera donc la responsabilité technique, économique et écologique de son projet. L’ingénieur mécanicien intervient dans différents domaines d’activités : automobile, sidérurgie, aéronautique, machines outils, biens de consommation, agroalimentaire.",La question porte sur le rôle d'un ingénieur industriel dans le contexte du programme de Génie Industriel.
Quelles fonctions exerce un ingénieur industriel dans le cadre du programme de Génie Industriel ?,"L'activité de l'ingénieur industriel s'étend des premiers contacts avec les clients jusqu'au recyclage du produit qu'il a conçu. Il assumera donc la responsabilité technique, économique et écologique de son projet. L’ingénieur mécanicien intervient dans différents domaines d’activités : automobile, sidérurgie, aéronautique, machines outils, biens de consommation, agroalimentaire.",La question porte sur les fonctions exercées par un ingénieur industriel dans le cadre du programme de Génie Industriel.
Quel est le rôle d'un ingénieur mécanicien dans le programme de Génie Industriel ?,"L'activité de l'ingénieur industriel s'étend des premiers contacts avec les clients jusqu'au recyclage du produit qu'il a conçu. Il assumera donc la responsabilité technique, économique et écologique de son projet. L’ingénieur mécanicien intervient dans différents domaines d’activités : automobile, sidérurgie, aéronautique, machines outils, biens de consommation, agroalimentaire.",La question porte sur le rôle spécifique d'un ingénieur mécanicien dans le cadre du programme de Génie Industriel.
Quelle est la fonction principale d'un ingénieur industriel dans le cadre du programme de Génie Industriel ?,"L'activité de l'ingénieur industriel s'étend des premiers contacts avec les clients jusqu'au recyclage du produit qu'il a conçu. Il assumera donc la responsabilité technique, économique et écologique de son projet. L’ingénieur mécanicien intervient dans différents domaines d’activités : automobile, sidérurgie, aéronautique, machines outils, biens de consommation, agroalimentaire.",La question porte sur la fonction principale d'un ingénieur industriel dans le cadre du programme de Génie Industriel.
Quels sont les sujets abordés au Semestre 4 du programme de Génie Électrique ?,"Gestion et Maintenance & Sûreté de fonctionnement, Machines électriques, Électronique de puissance, Systèmes à Microprocesseurs et à Microcontrôleurs, Soft Skills, Analyse Gestion de projets/ Comptabilité générale et analytique",La question concerne les sujets spécifiques abordés au quatrième semestre du programme de Génie Électrique.
Quelles matières sont enseignées lors du Semestre 4 du programme de Génie Électrique ?,"Gestion et Maintenance & Sûreté de fonctionnement, Machines électriques, Électronique de puissance, Systèmes à Microprocesseurs et à Microcontrôleurs, Soft Skills, Analyse Gestion de projets/ Comptabilité générale et analytique",La question porte sur les matières spécifiques enseignées lors du quatrième semestre du programme de Génie Électrique.
Quels cours sont dispensés au quatrième semestre du programme de Génie Électrique ?,"Gestion et Maintenance & Sûreté de fonctionnement, Machines électriques, Électronique de puissance, Systèmes à Microprocesseurs et à Microcontrôleurs, Soft Skills, Analyse Gestion de projets/ Comptabilité générale et analytique",La question concerne les cours spécifiques dispensés au quatrième semestre du programme de Génie Électrique.
Qu'est-ce qu'on étudie pendant le Semestre 4 du programme de Génie Électrique ?,"Gestion et Maintenance & Sûreté de fonctionnement, Machines électriques, Électronique de puissance, Systèmes à Microprocesseurs et à Microcontrôleurs, Soft Skills, Analyse Gestion de projets/ Comptabilité générale et analytique",La question porte sur les matières étudiées pendant le quatrième semestre du programme de Génie Électrique.
Quelles disciplines sont couvertes au Semestre 4 du programme de Génie Électrique ?,"Gestion et Maintenance & Sûreté de fonctionnement, Machines électriques, Électronique de puissance, Systèmes à Microprocesseurs et à Microcontrôleurs, Soft Skills, Analyse Gestion de projets/ Comptabilité générale et analytique",La question concerne les disciplines couvertes au quatrième semestre du programme de Génie Électrique.
Quels sont les sujets abordés au Semestre 5 du programme de Génie Électrique ?,"Modélisation et Commande des machines, Amélioration des processus industriels et Assurance Qualité, Automatique Avancée et électronique des systèmes, Systèmes embarqués et Temps réel, Réseaux et Télécommunication, Innovation et Développement Durable",La question concerne les sujets spécifiques abordés au cinquième semestre du programme de Génie Électrique.
Quelles matières sont enseignées lors du Semestre 5 du programme de Génie Électrique ?,"Modélisation et Commande des machines, Amélioration des processus industriels et Assurance Qualité, Automatique Avancée et électronique des systèmes, Systèmes embarqués et Temps réel, Réseaux et Télécommunication, Innovation et Développement Durable",La question porte sur les matières spécifiques enseignées lors du cinquième semestre du programme de Génie Électrique.
Quels cours sont dispensés au cinquième semestre du programme de Génie Électrique ?,"Modélisation et Commande des machines, Amélioration des processus industriels et Assurance Qualité, Automatique Avancée et électronique des systèmes, Systèmes embarqués et Temps réel, Réseaux et Télécommunication, Innovation et Développement Durable",La question concerne les cours spécifiques dispensés au cinquième semestre du programme de Génie Électrique.
Qu'est-ce qu'on étudie pendant le Semestre 5 du programme de Génie Électrique ?,"Modélisation et Commande des machines, Amélioration des processus industriels et Assurance Qualité, Automatique Avancée et électronique des systèmes, Systèmes embarqués et Temps réel, Réseaux et Télécommunication, Innovation et Développement Durable",La question porte sur les matières étudiées pendant le cinquième semestre du programme de Génie Électrique.
Quelles disciplines sont couvertes au Semestre 5 du programme de Génie Électrique ?,"Modélisation et Commande des machines, Amélioration des processus industriels et Assurance Qualité, Automatique Avancée et électronique des systèmes, Systèmes embarqués et Temps réel, Réseaux et Télécommunication, Innovation et Développement Durable",La question concerne les disciplines couvertes au cinquième semestre du programme de Génie Électrique.
Quel est le point central du Semestre 6 du programme de Génie Électrique ?,Projet de fin d’étude,La question concerne le point central du sixième semestre du programme de Génie Électrique.
Qu'est-ce qui est principalement réalisé lors du Semestre 6 du programme de Génie Électrique ?,Projet de fin d’étude,La question porte sur l'activité principale réalisée lors du sixième semestre du programme de Génie Électrique.
Quelle est la principale activité au Semestre 6 du programme de Génie Électrique ?,Projet de fin d’étude,La question concerne la principale activité du sixième semestre du programme de Génie Électrique.
Qu'est-ce que les étudiants se concentrent principalement sur lors du Semestre 6 du programme de Génie Électrique ?,Projet de fin d’étude,La question porte sur la principale concentration des étudiants lors du sixième semestre du programme de Génie Électrique.
Quel aspect est prioritaire au Semestre 6 du programme de Génie Électrique ?,Projet de fin d’étude,La question concerne l'aspect prioritaire du sixième semestre du programme de Génie Électrique.
Qui est responsable du programme de Génie Électrique ?,Pr. Ibrahim HADJ BARAKA,La question porte sur l'identité de la personne responsable du programme de Génie Électrique.
Quelle est l'identité du responsable du programme de Génie Électrique ?,Pr. Ibrahim HADJ BARAKA,La question concerne l'identité de la personne responsable du programme de Génie Électrique.
Qui est en charge du programme de Génie Électrique ?,Pr. Ibrahim HADJ BARAKA,La question porte sur l'identité de la personne en charge du programme de Génie Électrique.
Qui supervise le programme de Génie Électrique ?,Pr. Ibrahim HADJ BARAKA,La question porte sur l'identité de la personne qui supervise le programme de Génie Électrique.
Qui dirige le programme de Génie Électrique ?,Pr. Ibrahim HADJ BARAKA,La question porte sur l'identité de la personne qui dirige le programme de Génie Électrique.
Quelle est l'adresse e-mail du responsable du programme de Génie Électrique ?,ihadjbaraka@uae.ac.ma,La question concerne l'adresse e-mail du responsable du programme de Génie Électrique.
Quel est le courriel du coordinateur du programme de Génie Électrique ?,ihadjbaraka@uae.ac.ma,La question porte sur l'adresse e-mail du coordinateur du programme de Génie Électrique.
Comment contacter le coordinateur du programme de Génie Électrique par e-mail ?,ihadjbaraka@uae.ac.ma,La question concerne la façon de contacter le coordinateur du programme de Génie Électrique par e-mail.
Quelle est l'adresse email du responsable du programme de Génie Électrique ?,ihadjbaraka@uae.ac.ma,La question porte sur l'adresse e-mail du responsable du programme de Génie Électrique.
Comment puis-je envoyer un e-mail au coordinateur du programme de Génie Électrique ?,ihadjbaraka@uae.ac.ma,La question concerne la façon d'envoyer un e-mail au coordinateur du programme de Génie Électrique.
Quelles sont les responsabilités d'un ingénieur industriel dans le programme de Génie Industriel ?,"L'activité de l'ingénieur industriel s'étend des premiers contacts avec les clients jusqu'au recyclage du produit qu'il a conçu. Il assumera donc la responsabilité technique, économique et écologique de son projet. L’ingénieur mécanicien intervient dans différents domaines d’activités : automobile, sidérurgie, aéronautique, machines outils, biens de consommation, agroalimentaire.",La question porte sur les responsabilités spécifiques d'un ingénieur industriel dans le cadre du programme de Génie Industriel.
Quel est le rôle d'un ingénieur industriel dans le contexte du programme de Génie Industriel ?,"L'activité de l'ingénieur industriel s'étend des premiers contacts avec les clients jusqu'au recyclage du produit qu'il a conçu. Il assumera donc la responsabilité technique, économique et écologique de son projet. L’ingénieur mécanicien intervient dans différents domaines d’activités : automobile, sidérurgie, aéronautique, machines outils, biens de consommation, agroalimentaire.",La question porte sur le rôle d'un ingénieur industriel dans le contexte du programme de Génie Industriel.
Quelles fonctions exerce un ingénieur industriel dans le cadre du programme de Génie Industriel ?,"L'activité de l'ingénieur industriel s'étend des premiers contacts avec les clients jusqu'au recyclage du produit qu'il a conçu. Il assumera donc la responsabilité technique, économique et écologique de son projet. L’ingénieur mécanicien intervient dans différents domaines d’activités : automobile, sidérurgie, aéronautique, machines outils, biens de consommation, agroalimentaire.",La question porte sur les fonctions exercées par un ingénieur industriel dans le cadre du programme de Génie Industriel.
Quel est le rôle d'un ingénieur mécanicien dans le programme de Génie Industriel ?,"L'activité de l'ingénieur industriel s'étend des premiers contacts avec les clients jusqu'au recyclage du produit qu'il a conçu. Il assumera donc la responsabilité technique, économique et écologique de son projet. L’ingénieur mécanicien intervient dans différents domaines d’activités : automobile, sidérurgie, aéronautique, machines outils, biens de consommation, agroalimentaire.",La question porte sur le rôle spécifique d'un ingénieur mécanicien dans le cadre du programme de Génie Industriel.
Quelle est la fonction principale d'un ingénieur industriel dans le cadre du programme de Génie Industriel ?,"L'activité de l'ingénieur industriel s'étend des premiers contacts avec les clients jusqu'au recyclage du produit qu'il a conçu. Il assumera donc la responsabilité technique, économique et écologique de son projet. L’ingénieur mécanicien intervient dans différents domaines d’activités : automobile, sidérurgie, aéronautique, machines outils, biens de consommation, agroalimentaire.",La question porte sur la fonction principale d'un ingénieur industriel dans le cadre du programme de Génie Industriel.
Quelles sont les compétences développées dans le cadre du programme de Génie Industriel ?,"L'activité de l'ingénieur industriel s'étend des premiers contacts avec les clients jusqu'au recyclage du produit qu'il a conçu. Il assumera donc la responsabilité technique, économique et écologique de son projet. L’ingénieur mécanicien intervient dans différents domaines d’activités : automobile, sidérurgie, aéronautique, machines outils, biens de consommation, agroalimentaire.",La question porte sur les compétences développées dans le cadre du programme de Génie Industriel.
Quels types de compétences sont acquises dans le programme de Génie Industriel ?,"L'activité de l'ingénieur industriel s'étend des premiers contacts avec les clients jusqu'au recyclage du produit qu'il a conçu. Il assumera donc la responsabilité technique, économique et écologique de son projet. L’ingénieur mécanicien intervient dans différents domaines d’activités : automobile, sidérurgie, aéronautique, machines outils, biens de consommation, agroalimentaire.",La question porte sur les types de compétences acquises dans le cadre du programme de Génie Industriel.
Quelles compétences sont acquises lors du programme de Génie Industriel ?,"L'activité de l'ingénieur industriel s'étend des premiers contacts avec les clients jusqu'au recyclage du produit qu'il a conçu. Il assumera donc la responsabilité technique, économique et écologique de son projet. L’ingénieur mécanicien intervient dans différents domaines d’activités : automobile, sidérurgie, aéronautique, machines outils, biens de consommation, agroalimentaire.",La question porte sur les compétences acquises lors du programme de Génie Industriel.
Quelles compétences peut-on développer dans le programme de Génie Industriel ?,"L'activité de l'ingénieur industriel s'étend des premiers contacts avec les clients jusqu'au recyclage du produit qu'il a conçu. Il assumera donc la responsabilité technique, économique et écologique de son projet. L’ingénieur mécanicien intervient dans différents domaines d’activités : automobile, sidérurgie, aéronautique, machines outils, biens de consommation, agroalimentaire.",La question porte sur les compétences que l'on peut développer dans le cadre du programme de Génie Industriel.
Quels sont les domaines de compétence couverts par le programme de Génie Industriel ?,"L'activité de l'ingénieur industriel s'étend des premiers contacts avec les clients jusqu'au recyclage du produit qu'il a conçu. Il assumera donc la responsabilité technique, économique et écologique de son projet. L’ingénieur mécanicien intervient dans différents domaines d’activités : automobile, sidérurgie, aéronautique, machines outils, biens de consommation, agroalimentaire.",La question porte sur les domaines de compétence couverts par le programme de Génie Industriel.
Quels cours sont dispensés au premier semestre du programme de Génie Industriel ?,"Mathématiques pour l’Ingénieur, Programmation C++ / JAVA, Automatique linière continue et échantillonné, Électronique, Énergétique et mécanique des fluides, Techniques d’expression et de communication",La question porte sur les cours dispensés au premier semestre du programme de Génie Industriel.
Quelles matières sont enseignées au début du programme de Génie Industriel ?,"Mathématiques pour l’Ingénieur, Programmation C++ / JAVA, Automatique linière continue et échantillonné, Électronique, Énergétique et mécanique des fluides, Techniques d’expression et de communication",La question concerne les matières enseignées au début du programme de Génie Industriel.
Quels sont les cours au programme pour le premier semestre de Génie Industriel ?,"Mathématiques pour l’Ingénieur, Programmation C++ / JAVA, Automatique linière continue et échantillonné, Électronique, Énergétique et mécanique des fluides, Techniques d’expression et de communication",La question concerne les cours proposés durant le premier semestre du programme de Génie Industriel.
Quels sujets sont abordés au début du programme de Génie Industriel ?,"Mathématiques pour l’Ingénieur, Programmation C++ / JAVA, Automatique linière continue et échantillonné, Électronique, Énergétique et mécanique des fluides, Techniques d’expression et de communication",La question porte sur les sujets initiaux du programme de Génie Industriel.
Quels thèmes sont traités au premier semestre dans le programme de Génie Industriel ?,"Mathématiques pour l’Ingénieur, Programmation C++ / JAVA, Automatique linière continue et échantillonné, Électronique, Énergétique et mécanique des fluides, Techniques d’expression et de communication",La question se rapporte aux thèmes abordés lors du premier semestre du programme de Génie Industriel.
Quels cours sont dispensés au deuxième semestre du programme de Génie Industriel ?,"Systèmes d’informations et base de données, Électricité industrielle, Automatisme, Conception & Procédés de Fabrication, Métrologie et Instrumentation, Culture et Gestion de l’Entreprise",La question concerne les cours offerts durant le deuxième semestre du programme de Génie Industriel.
Quelles matières sont enseignées au deuxième semestre du programme de Génie Industriel ?,"Systèmes d’informations et base de données, Électricité industrielle, Automatisme, Conception & Procédés de Fabrication, Métrologie et Instrumentation, Culture et Gestion de l’Entreprise",La question se rapporte aux matières enseignées lors du deuxième semestre du programme de Génie Industriel.
Quels sont les cours au programme pour le deuxième semestre de Génie Industriel ?,"Systèmes d’informations et base de données, Électricité industrielle, Automatisme, Conception & Procédés de Fabrication, Métrologie et Instrumentation, Culture et Gestion de l’Entreprise",La question concerne les cours proposés durant le deuxième semestre du programme de Génie Industriel.
Quels sujets sont abordés au deuxième semestre dans le programme de Génie Industriel ?,"Systèmes d’informations et base de données, Électricité industrielle, Automatisme, Conception & Procédés de Fabrication, Métrologie et Instrumentation, Culture et Gestion de l’Entreprise",La question porte sur les sujets abordés lors du deuxième semestre du programme de Génie Industriel.
Quels thèmes sont traités au deuxième semestre dans le programme de Génie Industriel ?,"Systèmes d’informations et base de données, Électricité industrielle, Automatisme, Conception & Procédés de Fabrication, Métrologie et Instrumentation, Culture et Gestion de l’Entreprise",La question concerne les thèmes traités au cours du deuxième semestre du programme de Génie Industriel.
Quels cours sont dispensés au troisième semestre du programme de Génie Industriel ?,"Méthodes Numériques et Optimisation des Processus, Électrotechnique et Machines Électriques, Automatique linéaire continue et échantillonné, Anglais Scientifique, Machines Industrielles, RDM et Matériaux",La question concerne les cours offerts durant le troisième semestre du programme de Génie Industriel.
Quelles matières sont enseignées au troisième semestre du programme de Génie Industriel ?,"Méthodes Numériques et Optimisation des Processus, Électrotechnique et Machines Électriques, Automatique linéaire continue et échantillonné, Anglais Scientifique, Machines Industrielles, RDM et Matériaux",La question se rapporte aux matières enseignées lors du troisième semestre du programme de Génie Industriel.
Quels sont les cours au programme pour le troisième semestre de Génie Industriel ?,"Méthodes Numériques et Optimisation des Processus, Électrotechnique et Machines Électriques, Automatique linéaire continue et échantillonné, Anglais Scientifique, Machines Industrielles, RDM et Matériaux",La question concerne les cours proposés durant le troisième semestre du programme de Génie Industriel.
Quels sujets sont abordés au troisième semestre dans le programme de Génie Industriel ?,"Méthodes Numériques et Optimisation des Processus, Électrotechnique et Machines Électriques, Automatique linéaire continue et échantillonné, Anglais Scientifique, Machines Industrielles, RDM et Matériaux",La question porte sur les sujets abordés lors du troisième semestre du programme de Génie Industriel.
Quels thèmes sont traités au quatrième semestre dans le programme de Génie Industriel ?,"Fiabilité Mécanique, Construction Mécanique, Fabrication Mécanique, Gestion de la Maintenance & Sûreté de fonctionnement, Ingénierie Matériaux & Vibrations Mécaniques, Communication professionnelle",La question porte sur les thèmes abordés lors du quatrième semestre du programme de Génie Industriel.
Quels cours sont dispensés au cinquième semestre du programme de Génie Industriel ?,"Gestion de Production et management de projet, GRH et Comptabilité Analytique, QSE et Lean Manufacturing, Outils de la Qualité et six sigma, Logistique, Gestion intégrée & transport, Innovation Et développement durable",La question concerne les cours offerts durant le cinquième semestre du programme de Génie Industriel.
Quelles matières sont enseignées au cinquième semestre du programme de Génie Industriel ?,"Gestion de Production et management de projet, GRH et Comptabilité Analytique, QSE et Lean Manufacturing, Outils de la Qualité et six sigma, Logistique, Gestion intégrée & transport, Innovation Et développement durable",La question se rapporte aux matières enseignées lors du cinquième semestre du programme de Génie Industriel.
Quels sont les cours au programme pour le cinquième semestre de Génie Industriel ?,"Gestion de Production et management de projet, GRH et Comptabilité Analytique, QSE et Lean Manufacturing, Outils de la Qualité et six sigma, Logistique, Gestion intégrée & transport, Innovation Et développement durable",La question concerne les cours proposés durant le cinquième semestre du programme de Génie Industriel.
Quels sujets sont abordés au cinquième semestre dans le programme de Génie Industriel ?,"Gestion de Production et management de projet, GRH et Comptabilité Analytique, QSE et Lean Manufacturing, Outils de la Qualité et six sigma, Logistique, Gestion intégrée & transport, Innovation Et développement durable",La question porte sur les sujets abordés lors du cinquième semestre du programme de Génie Industriel.
Quels thèmes sont traités au cinquième semestre dans le programme de Génie Industriel ?,"Gestion de Production et management de projet, GRH et Comptabilité Analytique, QSE et Lean Manufacturing, Outils de la Qualité et six sigma, Logistique, Gestion intégrée & transport, Innovation Et développement durable",La question concerne les thèmes traités au cours du cinquième semestre du programme de Génie Industriel.
Quel est le sujet principal du Semestre 6 dans le programme de Génie Industriel ?,Projet de fin d’étude,La question vise à identifier le sujet principal abordé lors du Semestre 6 dans le programme de Génie Industriel.
Quelle est la principale activité du Semestre 6 dans le programme de Génie Industriel ?,Projet de fin d’étude,La question cherche à déterminer la principale activité effectuée lors du Semestre 6 dans le programme de Génie Industriel.
Sur quoi se concentre principalement le Semestre 6 du programme de Génie Industriel ?,Projet de fin d’étude,La question se focalise sur ce sur quoi est principalement centré le Semestre 6 du programme de Génie Industriel.
Quel est l'objectif principal du Semestre 6 du programme de Génie Industriel ?,Projet de fin d’étude,La question cherche à déterminer l'objectif principal visé lors du Semestre 6 dans le programme de Génie Industriel.
Quel est le point central du Semestre 6 dans le programme de Génie Industriel ?,Projet de fin d’étude,La question vise à identifier le point central du Semestre 6 dans le programme de Génie Industriel.
Qui supervise le programme de Génie Industriel ?,Pr. Zoubir ELFELSOUFI,La question cherche à savoir qui supervise le programme de Génie Industriel.
Qui est en charge du programme de Génie Industriel ?,Pr. Zoubir ELFELSOUFI,La question cherche à déterminer qui est en charge du programme de Génie Industriel.
Quel est le nom du responsable du programme de Génie Industriel ?,Pr. Zoubir ELFELSOUFI,La question vise à obtenir le nom du responsable du programme de Génie Industriel.
Qui dirige le programme de Génie Industriel ?,Pr. Zoubir ELFELSOUFI,La question cherche à savoir qui est le responsable du programme de Génie Industriel.
Qui est le chef de file du programme de Génie Industriel ?,Pr. Zoubir ELFELSOUFI,La question vise à déterminer qui est considéré comme le chef de file du programme de Génie Industriel.
Comment peut-on contacter le coordinateur du programme de Génie Industriel par email ?,zefelsoufi@uae.ac.ma,La question cherche à obtenir l'adresse email du coordinateur du programme de Génie Industriel pour le contacter.
Quelle est l'adresse email du responsable du programme de Génie Industriel ?,zefelsoufi@uae.ac.ma,La question vise à obtenir l'adresse email du responsable du programme de Génie Industriel.
Comment puis-je envoyer un email au coordinateur du programme de Génie Industriel ?,zefelsoufi@uae.ac.ma,La question cherche à savoir comment envoyer un email au coordinateur du programme de Génie Industriel.
Quel est le moyen de contact par email avec le coordinateur du programme de Génie Industriel ?,zefelsoufi@uae.ac.ma,La question cherche à déterminer le moyen de contacter par email le coordinateur du programme de Génie Industriel.
À quelle adresse email puis-je joindre le coordinateur du programme de Génie Industriel ?,zefelsoufi@uae.ac.ma,La question vise à obtenir l'adresse email du coordinateur du programme de Génie Industriel pour le joindre.
Quelle est la principale mission de la filière de Géoinformation ?,"Le principal objectif de cette filière est de former des ingénieurs ""géo-informaticiens cartographes gestionnaires de l’information spatiale"" polyvalents, qui s'intéressent prioritairement à l'organisation, au traitement, à la gestion et à la production des données géographiques et environnementales au moyen de la cartographie, de la télédétection, de l'analyse spatiale quantitative et des systèmes d'informations géographiques.",La question vise à comprendre quelle est la principale mission de la filière de Géoinformation.
Quel est l'objectif majeur de la filière de Géoinformation ?,"Le principal objectif de cette filière est de former des ingénieurs ""géo-informaticiens cartographes gestionnaires de l’information spatiale"" polyvalents, qui s'intéressent prioritairement à l'organisation, au traitement, à la gestion et à la production des données géographiques et environnementales au moyen de la cartographie, de la télédétection, de l'analyse spatiale quantitative et des systèmes d'informations géographiques.",La question vise à identifier l'objectif majeur de la filière de Géoinformation.
