question,answer,context
Quels sont les sujets abordés au Semestre 1 du programme de Génie Électrique ?,"Mathématiques pour l’Ingénieur, Informatique, Électronique, Instrumentation et Capteurs, Energétique et MDF, Communication professionnelle",La question concerne les sujets spécifiques abordés au premier semestre du programme de Génie Électrique.
Quelles matières sont enseignées lors du Semestre 1 du programme de Génie Électrique ?,"Mathématiques pour l’Ingénieur, Informatique, Électronique, Instrumentation et Capteurs, Energétique et MDF, Communication professionnelle",La question porte sur les matières spécifiques enseignées lors du premier semestre du programme de Génie Électrique.
Quels cours sont dispensés au premier semestre du programme de Génie Électrique ?,"Mathématiques pour l’Ingénieur, Informatique, Électronique, Instrumentation et Capteurs, Energétique et MDF, Communication professionnelle",La question concerne les cours spécifiques dispensés au premier semestre du programme de Génie Électrique.
Qu'est-ce qu'on étudie pendant le Semestre 1 du programme de Génie Électrique ?,"Mathématiques pour l’Ingénieur, Informatique, Électronique, Instrumentation et Capteurs, Energétique et MDF, Communication professionnelle",La question porte sur les matières étudiées pendant le premier semestre du programme de Génie Électrique.
Quelles disciplines sont couvertes au Semestre 1 du programme de Génie Électrique ?,"Mathématiques pour l’Ingénieur, Informatique, Électronique, Instrumentation et Capteurs, Energétique et MDF, Communication professionnelle",La question concerne les disciplines couvertes au premier semestre du programme de Génie Électrique.
Quels sont les sujets abordés au Semestre 2 du programme de Génie Électrique ?,"Ingénierie de la Qualité, Automatique linéaire continue et échantillonné, Conception et Procédés de fabrication, Automatisme, Culture et Gestion de l’entreprise, Anglais Technique",La question concerne les sujets spécifiques abordés au deuxième semestre du programme de Génie Électrique.
Quelles matières sont enseignées lors du Semestre 2 du programme de Génie Électrique ?,"Ingénierie de la Qualité, Automatique linéaire continue et échantillonné, Conception et Procédés de fabrication, Automatisme, Culture et Gestion de l’entreprise, Anglais Technique",La question porte sur les matières spécifiques enseignées lors du deuxième semestre du programme de Génie Électrique.
Quels cours sont dispensés au deuxième semestre du programme de Génie Électrique ?,"Ingénierie de la Qualité, Automatique linéaire continue et échantillonné, Conception et Procédés de fabrication, Automatisme, Culture et Gestion de l’entreprise, Anglais Technique",La question concerne les cours spécifiques dispensés au deuxième semestre du programme de Génie Électrique.
Qu'est-ce qu'on étudie pendant le Semestre 2 du programme de Génie Électrique ?,"Ingénierie de la Qualité, Automatique linéaire continue et échantillonné, Conception et Procédés de fabrication, Automatisme, Culture et Gestion de l’entreprise, Anglais Technique",La question porte sur les matières étudiées pendant le deuxième semestre du programme de Génie Électrique.
Quelles disciplines sont couvertes au Semestre 2 du programme de Génie Électrique ?,"Ingénierie de la Qualité, Automatique linéaire continue et échantillonné, Conception et Procédés de fabrication, Automatisme, Culture et Gestion de l’entreprise, Anglais Technique",La question concerne les disciplines couvertes au deuxième semestre du programme de Génie Électrique.
Quels sont les sujets abordés au Semestre 3 du programme de Génie Électrique ?,"Mathématiques pour l’ingénieur II, Électrotechnique, Traitement de signal, Les sources d’énergies et réseaux de distribution, Machines Industrielles, GRH & Droit du travail",La question concerne les sujets spécifiques abordés au troisième semestre du programme de Génie Électrique.
Quelles matières sont enseignées lors du Semestre 3 du programme de Génie Électrique ?,"Mathématiques pour l’ingénieur II, Électrotechnique, Traitement de signal, Les sources d’énergies et réseaux de distribution, Machines Industrielles, GRH & Droit du travail",La question porte sur les matières spécifiques enseignées lors du troisième semestre du programme de Génie Électrique.
Quels cours sont dispensés au troisième semestre du programme de Génie Électrique ?,"Mathématiques pour l’ingénieur II, Électrotechnique, Traitement de signal, Les sources d’énergies et réseaux de distribution, Machines Industrielles, GRH & Droit du travail",La question concerne les cours spécifiques dispensés au troisième semestre du programme de Génie Électrique.
Qu'est-ce qu'on étudie pendant le Semestre 3 du programme de Génie Électrique ?,"Mathématiques pour l’ingénieur II, Électrotechnique, Traitement de signal, Les sources d’énergies et réseaux de distribution, Machines Industrielles, GRH & Droit du travail",La question porte sur les matières étudiées pendant le troisième semestre du programme de Génie Électrique.
Quelles disciplines sont couvertes au Semestre 3 du programme de Génie Électrique ?,"Mathématiques pour l’ingénieur II, Électrotechnique, Traitement de signal, Les sources d’énergies et réseaux de distribution, Machines Industrielles, GRH & Droit du travail",La question concerne les disciplines couvertes au troisième semestre du programme de Génie Électrique.
Quels sont les sujets abordés au Semestre 4 du programme de Génie Électrique ?,"Gestion et Maintenance & Sûreté de fonctionnement, Machines électriques, Électronique de puissance, Systèmes à Microprocesseurs et à Microcontrôleurs, Soft Skills, Analyse Gestion de projets/ Comptabilité générale et analytique",La question concerne les sujets spécifiques abordés au quatrième semestre du programme de Génie Électrique.
Quelles matières sont enseignées lors du Semestre 4 du programme de Génie Électrique ?,"Gestion et Maintenance & Sûreté de fonctionnement, Machines électriques, Électronique de puissance, Systèmes à Microprocesseurs et à Microcontrôleurs, Soft Skills, Analyse Gestion de projets/ Comptabilité générale et analytique",La question porte sur les matières spécifiques enseignées lors du quatrième semestre du programme de Génie Électrique.
Quels cours sont dispensés au quatrième semestre du programme de Génie Électrique ?,"Gestion et Maintenance & Sûreté de fonctionnement, Machines électriques, Électronique de puissance, Systèmes à Microprocesseurs et à Microcontrôleurs, Soft Skills, Analyse Gestion de projets/ Comptabilité générale et analytique",La question concerne les cours spécifiques dispensés au quatrième semestre du programme de Génie Électrique.
Qu'est-ce qu'on étudie pendant le Semestre 4 du programme de Génie Électrique ?,"Gestion et Maintenance & Sûreté de fonctionnement, Machines électriques, Électronique de puissance, Systèmes à Microprocesseurs et à Microcontrôleurs, Soft Skills, Analyse Gestion de projets/ Comptabilité générale et analytique",La question porte sur les matières étudiées pendant le quatrième semestre du programme de Génie Électrique.
Quelles disciplines sont couvertes au Semestre 4 du programme de Génie Électrique ?,"Gestion et Maintenance & Sûreté de fonctionnement, Machines électriques, Électronique de puissance, Systèmes à Microprocesseurs et à Microcontrôleurs, Soft Skills, Analyse Gestion de projets/ Comptabilité générale et analytique",La question concerne les disciplines couvertes au quatrième semestre du programme de Génie Électrique.
Quels sont les sujets abordés au Semestre 5 du programme de Génie Électrique ?,"Modélisation et Commande des machines, Amélioration des processus industriels et Assurance Qualité, Automatique Avancée et électronique des systèmes, Systèmes embarqués et Temps réel, Réseaux et Télécommunication, Innovation et Développement Durable",La question concerne les sujets spécifiques abordés au cinquième semestre du programme de Génie Électrique.
Quelles matières sont enseignées lors du Semestre 5 du programme de Génie Électrique ?,"Modélisation et Commande des machines, Amélioration des processus industriels et Assurance Qualité, Automatique Avancée et électronique des systèmes, Systèmes embarqués et Temps réel, Réseaux et Télécommunication, Innovation et Développement Durable",La question porte sur les matières spécifiques enseignées lors du cinquième semestre du programme de Génie Électrique.
Quels cours sont dispensés au cinquième semestre du programme de Génie Électrique ?,"Modélisation et Commande des machines, Amélioration des processus industriels et Assurance Qualité, Automatique Avancée et électronique des systèmes, Systèmes embarqués et Temps réel, Réseaux et Télécommunication, Innovation et Développement Durable",La question concerne les cours spécifiques dispensés au cinquième semestre du programme de Génie Électrique.
Qu'est-ce qu'on étudie pendant le Semestre 5 du programme de Génie Électrique ?,"Modélisation et Commande des machines, Amélioration des processus industriels et Assurance Qualité, Automatique Avancée et électronique des systèmes, Systèmes embarqués et Temps réel, Réseaux et Télécommunication, Innovation et Développement Durable",La question porte sur les matières étudiées pendant le cinquième semestre du programme de Génie Électrique.
Quels sont les sujets abordés au Semestre 4 du programme de Génie Électrique ?,"Gestion et Maintenance & Sûreté de fonctionnement, Machines électriques, Électronique de puissance, Systèmes à Microprocesseurs et à Microcontrôleurs, Soft Skills, Analyse Gestion de projets/ Comptabilité générale et analytique",La question concerne les sujets spécifiques abordés au quatrième semestre du programme de Génie Électrique.
Quelles matières sont enseignées lors du Semestre 4 du programme de Génie Électrique ?,"Gestion et Maintenance & Sûreté de fonctionnement, Machines électriques, Électronique de puissance, Systèmes à Microprocesseurs et à Microcontrôleurs, Soft Skills, Analyse Gestion de projets/ Comptabilité générale et analytique",La question porte sur les matières spécifiques enseignées lors du quatrième semestre du programme de Génie Électrique.
Quels cours sont dispensés au quatrième semestre du programme de Génie Électrique ?,"Gestion et Maintenance & Sûreté de fonctionnement, Machines électriques, Électronique de puissance, Systèmes à Microprocesseurs et à Microcontrôleurs, Soft Skills, Analyse Gestion de projets/ Comptabilité générale et analytique",La question concerne les cours spécifiques dispensés au quatrième semestre du programme de Génie Électrique.
Qu'est-ce qu'on étudie pendant le Semestre 4 du programme de Génie Électrique ?,"Gestion et Maintenance & Sûreté de fonctionnement, Machines électriques, Électronique de puissance, Systèmes à Microprocesseurs et à Microcontrôleurs, Soft Skills, Analyse Gestion de projets/ Comptabilité générale et analytique",La question porte sur les matières étudiées pendant le quatrième semestre du programme de Génie Électrique.
Quelles disciplines sont couvertes au Semestre 4 du programme de Génie Électrique ?,"Gestion et Maintenance & Sûreté de fonctionnement, Machines électriques, Électronique de puissance, Systèmes à Microprocesseurs et à Microcontrôleurs, Soft Skills, Analyse Gestion de projets/ Comptabilité générale et analytique",La question concerne les disciplines couvertes au quatrième semestre du programme de Génie Électrique.
Quels sont les sujets abordés au Semestre 5 du programme de Génie Électrique ?,"Modélisation et Commande des machines, Amélioration des processus industriels et Assurance Qualité, Automatique Avancée et électronique des systèmes, Systèmes embarqués et Temps réel, Réseaux et Télécommunication, Innovation et Développement Durable",La question concerne les sujets spécifiques abordés au cinquième semestre du programme de Génie Électrique.
Quelles matières sont enseignées lors du Semestre 5 du programme de Génie Électrique ?,"Modélisation et Commande des machines, Amélioration des processus industriels et Assurance Qualité, Automatique Avancée et électronique des systèmes, Systèmes embarqués et Temps réel, Réseaux et Télécommunication, Innovation et Développement Durable",La question porte sur les matières spécifiques enseignées lors du cinquième semestre du programme de Génie Électrique.
Quels cours sont dispensés au cinquième semestre du programme de Génie Électrique ?,"Modélisation et Commande des machines, Amélioration des processus industriels et Assurance Qualité, Automatique Avancée et électronique des systèmes, Systèmes embarqués et Temps réel, Réseaux et Télécommunication, Innovation et Développement Durable",La question concerne les cours spécifiques dispensés au cinquième semestre du programme de Génie Électrique.
Qu'est-ce qu'on étudie pendant le Semestre 5 du programme de Génie Électrique ?,"Modélisation et Commande des machines, Amélioration des processus industriels et Assurance Qualité, Automatique Avancée et électronique des systèmes, Systèmes embarqués et Temps réel, Réseaux et Télécommunication, Innovation et Développement Durable",La question porte sur les matières étudiées pendant le cinquième semestre du programme de Génie Électrique.
Quelles disciplines sont couvertes au Semestre 5 du programme de Génie Électrique ?,"Modélisation et Commande des machines, Amélioration des processus industriels et Assurance Qualité, Automatique Avancée et électronique des systèmes, Systèmes embarqués et Temps réel, Réseaux et Télécommunication, Innovation et Développement Durable",La question concerne les disciplines couvertes au cinquième semestre du programme de Génie Électrique.
Quel est le point central du Semestre 6 du programme de Génie Électrique ?,Projet de fin d’étude,La question concerne le point central du sixième semestre du programme de Génie Électrique.
Qu'est-ce qui est principalement réalisé lors du Semestre 6 du programme de Génie Électrique ?,Projet de fin d’étude,La question porte sur l'activité principale réalisée lors du sixième semestre du programme de Génie Électrique.
Quelle est la principale activité au Semestre 6 du programme de Génie Électrique ?,Projet de fin d’étude,La question concerne la principale activité du sixième semestre du programme de Génie Électrique.
Qu'est-ce que les étudiants se concentrent principalement sur lors du Semestre 6 du programme de Génie Électrique ?,Projet de fin d’étude,La question porte sur la principale concentration des étudiants lors du sixième semestre du programme de Génie Électrique.
Quel aspect est prioritaire au Semestre 6 du programme de Génie Électrique ?,Projet de fin d’étude,La question concerne l'aspect prioritaire du sixième semestre du programme de Génie Électrique.
Quels sont les sujets abordés au Semestre 4 du programme de Génie Électrique ?,"Gestion et Maintenance & Sûreté de fonctionnement, Machines électriques, Électronique de puissance, Systèmes à Microprocesseurs et à Microcontrôleurs, Soft Skills, Analyse Gestion de projets/ Comptabilité générale et analytique",La question concerne les sujets spécifiques abordés au quatrième semestre du programme de Génie Électrique.
Quelles matières sont enseignées lors du Semestre 4 du programme de Génie Électrique ?,"Gestion et Maintenance & Sûreté de fonctionnement, Machines électriques, Électronique de puissance, Systèmes à Microprocesseurs et à Microcontrôleurs, Soft Skills, Analyse Gestion de projets/ Comptabilité générale et analytique",La question porte sur les matières spécifiques enseignées lors du quatrième semestre du programme de Génie Électrique.
Quels cours sont dispensés au quatrième semestre du programme de Génie Électrique ?,"Gestion et Maintenance & Sûreté de fonctionnement, Machines électriques, Électronique de puissance, Systèmes à Microprocesseurs et à Microcontrôleurs, Soft Skills, Analyse Gestion de projets/ Comptabilité générale et analytique",La question concerne les cours spécifiques dispensés au quatrième semestre du programme de Génie Électrique.
Qu'est-ce qu'on étudie pendant le Semestre 4 du programme de Génie Électrique ?,"Gestion et Maintenance & Sûreté de fonctionnement, Machines électriques, Électronique de puissance, Systèmes à Microprocesseurs et à Microcontrôleurs, Soft Skills, Analyse Gestion de projets/ Comptabilité générale et analytique",La question porte sur les matières étudiées pendant le quatrième semestre du programme de Génie Électrique.
Quelles disciplines sont couvertes au Semestre 4 du programme de Génie Électrique ?,"Gestion et Maintenance & Sûreté de fonctionnement, Machines électriques, Électronique de puissance, Systèmes à Microprocesseurs et à Microcontrôleurs, Soft Skills, Analyse Gestion de projets/ Comptabilité générale et analytique",La question concerne les disciplines couvertes au quatrième semestre du programme de Génie Électrique.
Quels sont les sujets abordés au Semestre 5 du programme de Génie Électrique ?,"Modélisation et Commande des machines, Amélioration des processus industriels et Assurance Qualité, Automatique Avancée et électronique des systèmes, Systèmes embarqués et Temps réel, Réseaux et Télécommunication, Innovation et Développement Durable",La question concerne les sujets spécifiques abordés au cinquième semestre du programme de Génie Électrique.
Quelles matières sont enseignées lors du Semestre 5 du programme de Génie Électrique ?,"Modélisation et Commande des machines, Amélioration des processus industriels et Assurance Qualité, Automatique Avancée et électronique des systèmes, Systèmes embarqués et Temps réel, Réseaux et Télécommunication, Innovation et Développement Durable",La question porte sur les matières spécifiques enseignées lors du cinquième semestre du programme de Génie Électrique.
Quels cours sont dispensés au cinquième semestre du programme de Génie Électrique ?,"Modélisation et Commande des machines, Amélioration des processus industriels et Assurance Qualité, Automatique Avancée et électronique des systèmes, Systèmes embarqués et Temps réel, Réseaux et Télécommunication, Innovation et Développement Durable",La question concerne les cours spécifiques dispensés au cinquième semestre du programme de Génie Électrique.
Qu'est-ce qu'on étudie pendant le Semestre 5 du programme de Génie Électrique ?,"Modélisation et Commande des machines, Amélioration des processus industriels et Assurance Qualité, Automatique Avancée et électronique des systèmes, Systèmes embarqués et Temps réel, Réseaux et Télécommunication, Innovation et Développement Durable",La question porte sur les matières étudiées pendant le cinquième semestre du programme de Génie Électrique.
Quelles disciplines sont couvertes au Semestre 5 du programme de Génie Électrique ?,"Modélisation et Commande des machines, Amélioration des processus industriels et Assurance Qualité, Automatique Avancée et électronique des systèmes, Systèmes embarqués et Temps réel, Réseaux et Télécommunication, Innovation et Développement Durable",La question concerne les disciplines couvertes au cinquième semestre du programme de Génie Électrique.
Quel est le point central du Semestre 6 du programme de Génie Électrique ?,Projet de fin d’étude,La question concerne le point central du sixième semestre du programme de Génie Électrique.
Qu'est-ce qui est principalement réalisé lors du Semestre 6 du programme de Génie Électrique ?,Projet de fin d’étude,La question porte sur l'activité principale réalisée lors du sixième semestre du programme de Génie Électrique.
Quelle est la principale activité au Semestre 6 du programme de Génie Électrique ?,Projet de fin d’étude,La question concerne la principale activité du sixième semestre du programme de Génie Électrique.
Qu'est-ce que les étudiants se concentrent principalement sur lors du Semestre 6 du programme de Génie Électrique ?,Projet de fin d’étude,La question porte sur la principale concentration des étudiants lors du sixième semestre du programme de Génie Électrique.
Quel aspect est prioritaire au Semestre 6 du programme de Génie Électrique ?,Projet de fin d’étude,La question concerne l'aspect prioritaire du sixième semestre du programme de Génie Électrique.
Qui est responsable du programme de Génie Électrique ?,Pr. Ibrahim HADJ BARAKA,La question porte sur l'identité de la personne responsable du programme de Génie Électrique.
Quelle est l'identité du responsable du programme de Génie Électrique ?,Pr. Ibrahim HADJ BARAKA,La question concerne l'identité de la personne responsable du programme de Génie Électrique.
Qui est en charge du programme de Génie Électrique ?,Pr. Ibrahim HADJ BARAKA,La question porte sur l'identité de la personne en charge du programme de Génie Électrique.
Qui supervise le programme de Génie Électrique ?,Pr. Ibrahim HADJ BARAKA,La question porte sur l'identité de la personne qui supervise le programme de Génie Électrique.
Qui dirige le programme de Génie Électrique ?,Pr. Ibrahim HADJ BARAKA,La question porte sur l'identité de la personne qui dirige le programme de Génie Électrique.
Quelle est l'adresse e-mail du responsable du programme de Génie Électrique ?,ihadjbaraka@uae.ac.ma,La question concerne l'adresse e-mail du responsable du programme de Génie Électrique.
Quel est le courriel du coordinateur du programme de Génie Électrique ?,ihadjbaraka@uae.ac.ma,La question porte sur l'adresse e-mail du coordinateur du programme de Génie Électrique.
Comment contacter le coordinateur du programme de Génie Électrique par e-mail ?,ihadjbaraka@uae.ac.ma,La question concerne la façon de contacter le coordinateur du programme de Génie Électrique par e-mail.
Quels sont les sujets abordés au Semestre 4 du programme de Génie Électrique ?,"Gestion et Maintenance & Sûreté de fonctionnement, Machines électriques, Électronique de puissance, Systèmes à Microprocesseurs et à Microcontrôleurs, Soft Skills, Analyse Gestion de projets/ Comptabilité générale et analytique",La question concerne les sujets spécifiques abordés au quatrième semestre du programme de Génie Électrique.
Quelles matières sont enseignées lors du Semestre 4 du programme de Génie Électrique ?,"Gestion et Maintenance & Sûreté de fonctionnement, Machines électriques, Électronique de puissance, Systèmes à Microprocesseurs et à Microcontrôleurs, Soft Skills, Analyse Gestion de projets/ Comptabilité générale et analytique",La question porte sur les matières spécifiques enseignées lors du quatrième semestre du programme de Génie Électrique.
Quels cours sont dispensés au quatrième semestre du programme de Génie Électrique ?,"Gestion et Maintenance & Sûreté de fonctionnement, Machines électriques, Électronique de puissance, Systèmes à Microprocesseurs et à Microcontrôleurs, Soft Skills, Analyse Gestion de projets/ Comptabilité générale et analytique",La question concerne les cours spécifiques dispensés au quatrième semestre du programme de Génie Électrique.
Qu'est-ce qu'on étudie pendant le Semestre 4 du programme de Génie Électrique ?,"Gestion et Maintenance & Sûreté de fonctionnement, Machines électriques, Électronique de puissance, Systèmes à Microprocesseurs et à Microcontrôleurs, Soft Skills, Analyse Gestion de projets/ Comptabilité générale et analytique",La question porte sur les matières étudiées pendant le quatrième semestre du programme de Génie Électrique.
Quelles disciplines sont couvertes au Semestre 4 du programme de Génie Électrique ?,"Gestion et Maintenance & Sûreté de fonctionnement, Machines électriques, Électronique de puissance, Systèmes à Microprocesseurs et à Microcontrôleurs, Soft Skills, Analyse Gestion de projets/ Comptabilité générale et analytique",La question concerne les disciplines couvertes au quatrième semestre du programme de Génie Électrique.
Quels sont les sujets abordés au Semestre 5 du programme de Génie Électrique ?,"Modélisation et Commande des machines, Amélioration des processus industriels et Assurance Qualité, Automatique Avancée et électronique des systèmes, Systèmes embarqués et Temps réel, Réseaux et Télécommunication, Innovation et Développement Durable",La question concerne les sujets spécifiques abordés au cinquième semestre du programme de Génie Électrique.
Quelles matières sont enseignées lors du Semestre 5 du programme de Génie Électrique ?,"Modélisation et Commande des machines, Amélioration des processus industriels et Assurance Qualité, Automatique Avancée et électronique des systèmes, Systèmes embarqués et Temps réel, Réseaux et Télécommunication, Innovation et Développement Durable",La question porte sur les matières spécifiques enseignées lors du cinquième semestre du programme de Génie Électrique.
Quels cours sont dispensés au cinquième semestre du programme de Génie Électrique ?,"Modélisation et Commande des machines, Amélioration des processus industriels et Assurance Qualité, Automatique Avancée et électronique des systèmes, Systèmes embarqués et Temps réel, Réseaux et Télécommunication, Innovation et Développement Durable",La question concerne les cours spécifiques dispensés au cinquième semestre du programme de Génie Électrique.
Qu'est-ce qu'on étudie pendant le Semestre 5 du programme de Génie Électrique ?,"Modélisation et Commande des machines, Amélioration des processus industriels et Assurance Qualité, Automatique Avancée et électronique des systèmes, Systèmes embarqués et Temps réel, Réseaux et Télécommunication, Innovation et Développement Durable",La question porte sur les matières étudiées pendant le cinquième semestre du programme de Génie Électrique.
Quelles disciplines sont couvertes au Semestre 5 du programme de Génie Électrique ?,"Modélisation et Commande des machines, Amélioration des processus industriels et Assurance Qualité, Automatique Avancée et électronique des systèmes, Systèmes embarqués et Temps réel, Réseaux et Télécommunication, Innovation et Développement Durable",La question concerne les disciplines couvertes au cinquième semestre du programme de Génie Électrique.
Quel est le point central du Semestre 6 du programme de Génie Électrique ?,Projet de fin d’étude,La question concerne le point central du sixième semestre du programme de Génie Électrique.
Qu'est-ce qui est principalement réalisé lors du Semestre 6 du programme de Génie Électrique ?,Projet de fin d’étude,La question porte sur l'activité principale réalisée lors du sixième semestre du programme de Génie Électrique.
Quelle est la principale activité au Semestre 6 du programme de Génie Électrique ?,Projet de fin d’étude,La question concerne la principale activité du sixième semestre du programme de Génie Électrique.
Qu'est-ce que les étudiants se concentrent principalement sur lors du Semestre 6 du programme de Génie Électrique ?,Projet de fin d’étude,La question porte sur la principale concentration des étudiants lors du sixième semestre du programme de Génie Électrique.
Quel aspect est prioritaire au Semestre 6 du programme de Génie Électrique ?,Projet de fin d’étude,La question concerne l'aspect prioritaire du sixième semestre du programme de Génie Électrique.
Qui est responsable du programme de Génie Électrique ?,Pr. Ibrahim HADJ BARAKA,La question porte sur l'identité de la personne responsable du programme de Génie Électrique.
Quelle est l'identité du responsable du programme de Génie Électrique ?,Pr. Ibrahim HADJ BARAKA,La question concerne l'identité de la personne responsable du programme de Génie Électrique.
Qui est en charge du programme de Génie Électrique ?,Pr. Ibrahim HADJ BARAKA,La question porte sur l'identité de la personne en charge du programme de Génie Électrique.
Qui supervise le programme de Génie Électrique ?,Pr. Ibrahim HADJ BARAKA,La question porte sur l'identité de la personne qui supervise le programme de Génie Électrique.
Qui dirige le programme de Génie Électrique ?,Pr. Ibrahim HADJ BARAKA,La question porte sur l'identité de la personne qui dirige le programme de Génie Électrique.
Quelle est l'adresse e-mail du responsable du programme de Génie Électrique ?,ihadjbaraka@uae.ac.ma,La question concerne l'adresse e-mail du responsable du programme de Génie Électrique.
Quel est le courriel du coordinateur du programme de Génie Électrique ?,ihadjbaraka@uae.ac.ma,La question porte sur l'adresse e-mail du coordinateur du programme de Génie Électrique.
Comment contacter le coordinateur du programme de Génie Électrique par e-mail ?,ihadjbaraka@uae.ac.ma,La question concerne la façon de contacter le coordinateur du programme de Génie Électrique par e-mail.
Quelle est l'adresse email du responsable du programme de Génie Électrique ?,ihadjbaraka@uae.ac.ma,La question porte sur l'adresse e-mail du responsable du programme de Génie Électrique.
Comment puis-je envoyer un e-mail au coordinateur du programme de Génie Électrique ?,ihadjbaraka@uae.ac.ma,La question concerne la façon d'envoyer un e-mail au coordinateur du programme de Génie Électrique.
Quelles sont les responsabilités d'un ingénieur industriel dans le programme de Génie Industriel ?,"L'activité de l'ingénieur industriel s'étend des premiers contacts avec les clients jusqu'au recyclage du produit qu'il a conçu. Il assumera donc la responsabilité technique, économique et écologique de son projet. L’ingénieur mécanicien intervient dans différents domaines d’activités : automobile, sidérurgie, aéronautique, machines outils, biens de consommation, agroalimentaire.",La question porte sur les responsabilités spécifiques d'un ingénieur industriel dans le cadre du programme de Génie Industriel.
Quel est le rôle d'un ingénieur industriel dans le contexte du programme de Génie Industriel ?,"L'activité de l'ingénieur industriel s'étend des premiers contacts avec les clients jusqu'au recyclage du produit qu'il a conçu. Il assumera donc la responsabilité technique, économique et écologique de son projet. L’ingénieur mécanicien intervient dans différents domaines d’activités : automobile, sidérurgie, aéronautique, machines outils, biens de consommation, agroalimentaire.",La question porte sur le rôle d'un ingénieur industriel dans le contexte du programme de Génie Industriel.
Quelles fonctions exerce un ingénieur industriel dans le cadre du programme de Génie Industriel ?,"L'activité de l'ingénieur industriel s'étend des premiers contacts avec les clients jusqu'au recyclage du produit qu'il a conçu. Il assumera donc la responsabilité technique, économique et écologique de son projet. L’ingénieur mécanicien intervient dans différents domaines d’activités : automobile, sidérurgie, aéronautique, machines outils, biens de consommation, agroalimentaire.",La question porte sur les fonctions exercées par un ingénieur industriel dans le cadre du programme de Génie Industriel.
Quel est le rôle d'un ingénieur mécanicien dans le programme de Génie Industriel ?,"L'activité de l'ingénieur industriel s'étend des premiers contacts avec les clients jusqu'au recyclage du produit qu'il a conçu. Il assumera donc la responsabilité technique, économique et écologique de son projet. L’ingénieur mécanicien intervient dans différents domaines d’activités : automobile, sidérurgie, aéronautique, machines outils, biens de consommation, agroalimentaire.",La question porte sur le rôle spécifique d'un ingénieur mécanicien dans le cadre du programme de Génie Industriel.
Quelle est la fonction principale d'un ingénieur industriel dans le cadre du programme de Génie Industriel ?,"L'activité de l'ingénieur industriel s'étend des premiers contacts avec les clients jusqu'au recyclage du produit qu'il a conçu. Il assumera donc la responsabilité technique, économique et écologique de son projet. L’ingénieur mécanicien intervient dans différents domaines d’activités : automobile, sidérurgie, aéronautique, machines outils, biens de consommation, agroalimentaire.",La question porte sur la fonction principale d'un ingénieur industriel dans le cadre du programme de Génie Industriel.
Quels sont les sujets abordés au Semestre 4 du programme de Génie Électrique ?,"Gestion et Maintenance & Sûreté de fonctionnement, Machines électriques, Électronique de puissance, Systèmes à Microprocesseurs et à Microcontrôleurs, Soft Skills, Analyse Gestion de projets/ Comptabilité générale et analytique",La question concerne les sujets spécifiques abordés au quatrième semestre du programme de Génie Électrique.
Quelles matières sont enseignées lors du Semestre 4 du programme de Génie Électrique ?,"Gestion et Maintenance & Sûreté de fonctionnement, Machines électriques, Électronique de puissance, Systèmes à Microprocesseurs et à Microcontrôleurs, Soft Skills, Analyse Gestion de projets/ Comptabilité générale et analytique",La question porte sur les matières spécifiques enseignées lors du quatrième semestre du programme de Génie Électrique.
Quels cours sont dispensés au quatrième semestre du programme de Génie Électrique ?,"Gestion et Maintenance & Sûreté de fonctionnement, Machines électriques, Électronique de puissance, Systèmes à Microprocesseurs et à Microcontrôleurs, Soft Skills, Analyse Gestion de projets/ Comptabilité générale et analytique",La question concerne les cours spécifiques dispensés au quatrième semestre du programme de Génie Électrique.
Qu'est-ce qu'on étudie pendant le Semestre 4 du programme de Génie Électrique ?,"Gestion et Maintenance & Sûreté de fonctionnement, Machines électriques, Électronique de puissance, Systèmes à Microprocesseurs et à Microcontrôleurs, Soft Skills, Analyse Gestion de projets/ Comptabilité générale et analytique",La question porte sur les matières étudiées pendant le quatrième semestre du programme de Génie Électrique.
Quelles disciplines sont couvertes au Semestre 4 du programme de Génie Électrique ?,"Gestion et Maintenance & Sûreté de fonctionnement, Machines électriques, Électronique de puissance, Systèmes à Microprocesseurs et à Microcontrôleurs, Soft Skills, Analyse Gestion de projets/ Comptabilité générale et analytique",La question concerne les disciplines couvertes au quatrième semestre du programme de Génie Électrique.
Quels sont les sujets abordés au Semestre 5 du programme de Génie Électrique ?,"Modélisation et Commande des machines, Amélioration des processus industriels et Assurance Qualité, Automatique Avancée et électronique des systèmes, Systèmes embarqués et Temps réel, Réseaux et Télécommunication, Innovation et Développement Durable",La question concerne les sujets spécifiques abordés au cinquième semestre du programme de Génie Électrique.
Quelles matières sont enseignées lors du Semestre 5 du programme de Génie Électrique ?,"Modélisation et Commande des machines, Amélioration des processus industriels et Assurance Qualité, Automatique Avancée et électronique des systèmes, Systèmes embarqués et Temps réel, Réseaux et Télécommunication, Innovation et Développement Durable",La question porte sur les matières spécifiques enseignées lors du cinquième semestre du programme de Génie Électrique.
Quels cours sont dispensés au cinquième semestre du programme de Génie Électrique ?,"Modélisation et Commande des machines, Amélioration des processus industriels et Assurance Qualité, Automatique Avancée et électronique des systèmes, Systèmes embarqués et Temps réel, Réseaux et Télécommunication, Innovation et Développement Durable",La question concerne les cours spécifiques dispensés au cinquième semestre du programme de Génie Électrique.
